@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.1245,0.46146,0.29058,2.2938,0.3729,0.3127,0.15343,1.1644,1.1438,0.53734,0.15343,0.68312,0.13974,0.15343,970.76,0.37599,2.167,0.15343,0.12357,84.167,1.1288,0.15281,0.10027,0.3923,0.53734,0.31329,1.4077,0.59937,4.4263,0.36539,0.12357,75.52,4.8332,0.33115,0.15281,1.2491,0.96629,0.7742,0.12308,0.048794,0.087752,0.12308,148.23,64.061,0.43483,1.019,96.268,0.13274,0.10691,1.1164,0.2246,0.2069,1.1083,1.5969,7754,0.1257,0.23169,0.8743,0.4408,4.3366,5.6977,66.027,5.528,2.561,0
-0.10409,0.72414,-0.023869,0.95993,-271.01,-0.005766,-0.12148,0.38095,0.73572,0.27586,-0.049497,-0.20392,-0.11159,-0.12148,-3219.5,-0.11337,1.3809,-0.12148,-0.16511,107.58,0.90452,-0.06037,-0.14148,0,0.23409,-0.089364,-0.83871,-0.055748,5.0194,0.98426,-0.16511,367.76,1.1742,0.96594,0.14449,0.73572,8.8787,0.31584,0.19639,0.2933,-1.1499,-0.082056,197.02,89.434,-0.48002,0.59592,113.16,-0.09975,-0.13558,0.78968,0.59571,0.85165,0.64429,0.73768,0.95993,0.19639,-0.37734,0.98751,0.14494,3.3928,4.0812,295.54,1.235,1.7183,0
0.13841,0.60338,0.16742,1.2958,-15.015,0.22314,0.1665,0.65092,1.096,0.39276,0.1665,0.29417,0.085525,0.1665,1114.8,0.3274,1.6573,0.1665,0.072085,39.531,1.2672,0.17504,0.059921,0.27377,0.39276,0.28084,0.83055,0.62804,4.1047,0.26083,0.072085,98.025,3.7235,0.2901,0.17504,2.3174,12.929,0.43013,0.075782,0.008435,0.096256,0.075782,115.14,75.611,0.55326,0.85381,43.326,0.144,0.062341,1.2155,0.566,0.26856,1.4733,1.6135,2130.8,0.087574,0.3524,0.91243,0.095168,9.2332,4.8274,89.441,4.0809,8.6648,0
0.20691,0.41595,0.20973,1.7662,28.177,0.55912,0.25902,1.2046,1.1856,0.50103,0.25902,0.94624,0.16017,0.25902,531.16,0.68718,2.4042,0.25902,0.14515,18.901,1.118,0.2746,0.11595,0.70058,0.50103,0.56189,1.8244,0.40604,5.3184,0.22426,0.14515,66.381,5.4985,0.66018,0.2746,1.7913,2.75,0.64324,0.15388,0.063408,0.045371,0.15388,95.338,76.437,2.2391,1.4286,22.409,0.24779,0.13886,1.1623,0.27374,0.18187,0.96999,1.2453,43655,0.15654,0.41297,0.84346,0.28383,19.311,4.7752,55.99,6.519,3.4548,0
0.073767,0.23613,0.36882,2.7842,-6.3626,0.20601,0.09246,3.1211,1.0682,0.73698,0.09246,0.44729,0.089872,0.09246,533.31,0.68441,4.235,0.09246,0.051418,78.896,12.114,0.11019,0.041023,0.26207,0.73698,0.60524,0.65454,0.8689,4.0185,0.12603,0.051418,44.819,8.1438,0.46664,0.11019,1.8136,6.3522,0.7664,0.061276,0.087913,0.043289,0.061276,113.13,34.239,0.18979,0.90392,84.274,0.041039,0.022822,2.4374,0.20671,0.12279,1.7362,1.8055,3848.8,0.063824,0.10009,0.93618,0.039913,4.6264,10.66,41.959,8.699,4.2363,0
0.068043,0.86116,0.016726,1.0349,-40.072,-0.14877,0.095808,0.16122,1.9748,0.13884,0.1311,0.19986,0.065433,0.095808,2432.5,0.15005,1.1612,0.095808,0.048515,40.061,1.1878,0.12936,0.034455,?,0.10958,0.11781,3.6651,0.033193,4.1977,0.43103,0.065848,95.033,3.8408,2.138,0.13368,1.9748,0.7384,0.51715,0.067691,0.023273,0.17635,0.065506,89.63,49.569,0.31392,0.58274,42.97,0.095951,0.048588,0.57608,0.47937,0.26037,0.27553,1.0263,263.68,0.067691,0.49008,0.95165,2.7248,9.111,7.3635,88.6,4.1196,3.919,0
-0.028096,0.82888,-0.071003,0.90406,-66.323,0,-0.028096,0.20645,1.6096,0.17112,-0.008989,-0.037963,0.03401,-0.028096,5526.8,0.066042,1.2064,-0.028096,-0.017456,32.65,0.98031,0,-0.017456,?,0.071575,0.066042,0,-0.21456,5.0813,0.49826,-0.036874,193.71,1.8843,1.6824,0.017531,1.6096,?,0.17112,0.010892,0.072397,0.33354,0,139.58,106.93,-0.19514,0.70952,37.685,-0.082836,-0.051466,0.80721,0.74008,0.53071,0.5171,0.5171,-8562,0.1336,-0.16419,0.91286,0,11.179,3.4135,167.83,2.1748,4.8638,0
0.10035,0.65127,0.082436,1.1683,10.845,0.23856,0.1263,0.52066,1.0763,0.33909,0.1263,0.25789,0.23194,0.1263,640.92,0.56949,1.5355,0.1263,0.078982,7.8272,1.1108,0.16397,0.062751,0.29614,0.33909,0.52964,1.1037,0.19269,4.0917,0.29679,0.078982,120.32,3.0336,0.25178,0.16397,1.6516,3.3303,0.50061,0.10254,0.38268,0.052407,0.10254,87.824,79.997,2.9262,1.0983,8.4247,-0.080619,-0.050415,0.87857,0.48975,0.32965,0.79262,1.1702,1018.2,0.070924,0.29592,0.92908,0.47632,46.632,4.5627,111.79,3.2651,3.7379,0
-0.087629,0.84094,-0.20327,0.71469,-138.55,-0.17928,-0.087629,0.18915,1.2104,0.15906,-0.067269,-0.123,-0.042165,-0.087629,-6014.3,-0.060689,1.1891,-0.087629,-0.072398,85.393,?,-0.091204,-0.072398,?,-0.26691,-0.060689,-4.4796,-0.41416,3.6754,0.65971,-0.055577,198.58,1.838,1.5572,-0.099149,1.2104,2.0976,0.26681,-0.081916,0.064412,-0.5133,-0.075352,139.71,54.317,-0.30946,0.31723,78.928,-0.1278,-0.10558,0.6055,0.71246,0.54406,0.32407,0.5436,-962.75,-0.081916,-0.55092,1.0689,0.6774,4.2743,6.7198,214.85,1.6989,2.4661,0
0.25443,0.36013,0.40758,2.1399,47.308,0.43498,0.31016,1.3736,1.1813,0.49465,0.31016,0.86745,0.17036,0.31016,393.45,0.92769,2.7768,0.31016,0.15816,34.162,1.295,0.2997,0.12974,0.54142,0.49465,0.77293,1.8054,1.7353,5.1665,0.11349,0.15816,78.617,4.6428,0.83221,0.2997,1.9871,226.42,0.49722,0.15283,0.41003,0.036585,0.15283,115.12,80.963,1.3862,1.6266,40.356,0.27578,0.14063,2.1246,0.35756,0.21539,2.1061,2.117,59803,0.15347,0.51436,0.84653,0.005193,10.684,4.5083,66.552,5.4844,8.3494,0
0.088994,0.74781,0.16931,1.2264,-6.7246,0.34468,0.1139,0.27033,1.0533,0.20216,0.1139,0.15231,0.055894,0.1139,2105.5,0.17335,1.3372,0.1139,0.049108,26.671,1.3413,0.11207,0.038371,0.43129,0.20216,0.14005,0.50896,2.0428,5.1253,0.3176,0.049108,123.96,2.9445,0.14986,0.11207,2.3512,?,0.20216,0.048321,0.069381,0.19236,0.048321,136.17,109.5,0.52513,0.99978,28.092,0.096331,0.041535,1.2264,0.74781,0.33962,2.4392,2.4392,22596,0.050609,0.44022,0.94939,0,13.685,3.3334,117.69,3.1014,27.984,0
0.10529,0.66701,0.27346,1.41,-27.451,0.33487,0.13796,0.45659,1.0502,0.30455,0.13796,0.20684,0.077602,0.13796,1517.3,0.24056,1.4992,0.13796,0.066724,73.768,1.0473,0.10662,0.050924,0.40879,0.30455,0.19158,0.54155,4.5937,4.4224,0.30184,0.066724,123.66,2.9516,0.15984,0.10662,2.1358,?,0.30455,0.051564,0.070317,0.16985,0.051564,157.74,83.973,0.25197,0.78348,77.475,0.084126,0.040687,1.41,0.66701,0.3388,5.116,5.116,7233.3,0.047842,0.34573,0.95216,0,4.9479,4.3467,117.75,3.0999,34.733,0
-0.05161,0.95316,-0.25771,0.61786,-86.671,0,-0.050251,0.049137,1.9102,0.046836,-0.042447,-0.074514,-0.003598,-0.050251,-50626,-0.00721,1.0491,-0.050251,-0.026307,37.097,1.2437,-0.069198,-0.027019,?,0.033983,-0.008636,-8.8669,-0.4418,4.6764,0.49244,-0.022221,123.95,2.9448,2.0835,-0.075751,1.9102,0.89531,0.29539,-0.039656,0.042009,-1.2305,-0.036226,74.205,37.108,-0.26584,0.32997,35.682,-0.11258,-0.058935,0.43715,0.67438,0.33958,0.08029,0.50638,-12232,-0.039656,-1.102,1.0258,5.3069,9.8391,9.8361,128.86,2.8325,3.2746,0
0.041293,0.16339,0.56426,4.4535,79.497,0.2492,0.052892,4.9055,1.024,0.80151,0.052892,0.32372,0.088168,0.052892,343.88,1.0614,6.1204,0.052892,0.02689,30.499,1.0734,0.045101,0.020994,0.31435,0.80151,0.99041,0.23479,2.0718,4.6521,-0.13246,0.02689,31.047,11.756,0.27603,0.045101,1.9905,?,0.80151,0.022929,2.609,0.032432,0.022929,55.924,25.425,0.25124,3.4475,31.231,-0.075428,-0.038348,4.4535,0.16339,0.08506,2.9429,2.9429,25326,0.023426,0.05152,0.97657,0,11.968,14.356,30.32,12.038,7.2221,0
0.1642,0.48805,0.39308,3.503,42.015,0.43176,0.20468,0.96456,1.1832,0.47076,0.20468,1.3034,0.21183,0.20468,706.41,0.5167,2.049,0.20468,0.17194,85.834,1.2267,0.18667,0.13793,0.53858,0.47076,0.43375,1.8553,0.87373,5.7699,0.4074,0.17194,56.972,6.4067,0.38248,0.18667,1.2389,0.81621,0.80177,0.15681,0.027474,0.068523,0.15681,167.35,81.515,0.58654,1.7204,101.56,0.13918,0.11691,1.1272,0.15704,0.15609,1.0464,1.7822,231400,0.15482,0.3488,0.84518,0.70314,4.2524,4.4777,48.151,7.5803,2.6461,0
0.1828,0.16121,0.45079,3.9093,95.934,0.41858,0.22347,4.8253,1.1528,0.77789,0.22347,1.4422,0.25669,0.22347,219.4,1.6636,6.203,0.22347,0.21388,76.672,1.1001,0.22141,0.17495,0.52013,0.77789,1.4114,2.4429,1.1434,4.0765,0.03811,0.21388,62.401,5.8493,1.3734,0.22141,1.1385,61.673,0.78415,0.21191,0.79446,0.019915,0.21191,168.61,91.933,0.83287,2.4928,88.388,0.17668,0.1691,3.7574,0.15495,0.17096,1.973,1.9889,5376.6,0.13255,0.23499,0.86745,0.008051,4.7605,3.9703,54.13,6.7431,2.6501,0
0.07976,0.21088,0.45565,3.1607,53.203,0.15022,0.097679,3.3165,1.0124,0.69938,0.097679,0.4632,0.10147,0.097679,532.69,0.6852,4.742,0.097679,0.068595,64.94,1.1428,0.090558,0.056011,0.17947,0.69938,0.60023,0.64381,1.3664,4.2268,0.075833,0.068595,54.722,6.6701,0.42943,0.090558,1.5182,?,0.69938,0.063593,0.49425,0.050468,0.063593,144.13,79.188,0.31481,1.9593,65.744,0.043741,0.030717,3.1607,0.21088,0.14992,2.0973,2.0973,7680.8,0.012234,0.11404,0.98777,0,5.6206,4.6093,54.053,6.7527,4.2703,0
0.10774,0.15602,0.43256,3.7724,99.666,0.25759,0.12912,4.7769,1.0402,0.74531,0.12912,0.82756,0.18909,0.12912,235.85,1.5476,6.4092,0.12912,0.10111,33.222,1.0583,0.13457,0.084373,0.33709,0.74531,1.4106,1.0962,1.0514,4.2299,-0.002532,0.10111,46.39,7.8681,0.86251,0.13457,1.375,?,0.74531,0.10538,1.0693,0.020775,0.10538,120.55,87.331,0.92699,3.0275,34.557,0.022228,0.017407,3.7724,0.15602,0.1271,1.8116,1.8116,7343.8,0.038648,0.14456,0.96135,0,10.987,4.1795,44.597,8.1844,3.1038,0
0.12606,0.40354,0.20939,1.5503,-19.734,0.23674,0.15562,1.4781,1.0812,0.59646,0.15562,0.40902,0.082514,0.15562,706.7,0.51649,2.4781,0.15562,0.061612,45.404,1.4603,0.17405,0.049907,0.29449,0.59646,0.44322,0.74502,0.51056,4.2384,0.15951,0.061612,59.447,6.14,0.4313,0.17405,2.5273,11.956,0.61952,0.068905,0.055137,0.058485,0.068905,82.208,36.804,0.4012,0.72453,49.092,0.12125,0.048003,1.4618,0.38048,0.16287,1.4543,1.5106,3625.4,0.075124,0.21134,0.92488,0.038656,8.039,9.9174,54.981,6.6387,6.1588,0
0.056559,0.29438,0.28368,1.9637,25.463,0.16571,0.07213,2.2696,1.0202,0.66814,0.07213,0.24502,0.092977,0.07213,894.58,0.40801,3.397,0.07213,0.055835,55.248,0.98458,0.076134,0.043782,0.21261,0.66814,0.35512,0.60126,0.67234,4.5321,0.15032,0.055835,84.857,4.3013,0.25862,0.076134,1.3521,?,0.66814,0.058934,0.34706,0.077978,0.058934,134.46,79.212,0.28925,1.2994,56.366,0.028152,0.021792,1.9637,0.29438,0.23249,1.5835,1.5835,9658.1,0.019828,0.084652,0.98017,0,6.6065,4.6079,83.175,4.3884,3.0617,0
0.11322,0.67889,0.28401,1.4184,100.87,0,0.11322,0.47299,1.3243,0.32111,0.11486,0.16678,0.84604,0.11322,221.16,1.6504,1.473,0.11322,0.085496,155.43,1.1553,0,0.085496,?,0.31215,1.6504,0,7.6569,4.143,0.50833,0.19272,?,0,0,0.022928,1.3243,?,0.32111,0.017313,0.011781,0.022468,0,263.19,107.76,0.20077,0.58767,?,-1.0072,-0.76054,1.4184,0.67889,?,8.6569,8.6569,3947.8,1,0.3526,0.015751,0,2.3483,3.3873,187.11,1.9507,35.703,0
0.35682,0.38473,0.40096,2.0469,-41.904,0,0.35682,1.5992,1.0062,0.61527,0.35682,0.93164,0.35815,0.35682,389.68,0.93666,2.5992,0.35682,0.35463,113.76,1.1133,0.006774,0.35463,?,0.58568,0.93666,?,1.856,4.09,0.3608,0.71058,232.41,1.5705,1.5634,0.006036,1.0062,?,0.61527,0.005999,0.46653,1.243,0.006733,219.57,105.81,1.1378,1.2281,190.29,0.003231,0.003211,2.0377,0.383,0.63674,2.8479,2.8479,4932.9,0.40218,0.57994,0.60734,0,3.2085,3.4495,138.94,2.6271,4.6573,0
-0.013109,0.89386,-0.15314,0.82801,-120.97,-0.12265,-0.029333,0.076099,0.94011,0.068022,-0.029333,-0.032944,0.015361,-0.029333,13076,0.027914,1.1187,-0.029333,-0.018058,91.631,2.4798,-0.12321,-0.008071,-0.13887,0.068022,0.046064,-0.71312,-0.58283,4.3305,0.54533,-0.018058,188.09,1.9405,-0.13785,-0.12321,1.7361,94.846,0.071496,-0.075856,0.010675,-0.42633,-0.075856,163.53,71.899,-0.032148,0.37003,86.143,-0.1775,-0.10927,0.82479,0.89039,0.51533,0.25889,0.27211,-3278.1,-0.06371,-0.19272,1.0637,0.051068,3.9834,5.0765,200.08,1.8243,6.1821,0
0.050757,0.26632,0.24938,1.9487,35.504,0.17703,0.061002,2.437,0.92853,0.64901,0.061002,0.23207,0.094231,0.061002,943.99,0.38666,3.7549,0.061002,0.055822,40.932,1.1443,0.058016,0.046447,0.15699,0.64901,0.34819,0.49295,0.51128,4.1174,0.12803,0.055822,81.522,4.4773,0.21784,0.058016,1.2537,112.58,0.65247,0.053089,0.5376,0.087568,0.053089,123.89,82.96,0.41418,1.4825,38.006,0.016043,0.014681,1.9234,0.26286,0.22335,1.3306,1.3377,3268,-0.07697,0.078207,1.077,0.005333,8.9173,4.3997,87.796,4.1573,2.2404,0
0.08574,0.27121,0.30362,2.2255,21.504,0.27318,0.10514,2.1173,0.8576,0.57424,0.10514,0.42441,0.1445,0.10514,591.04,0.61755,3.6871,0.10514,0.090711,70.417,1.0854,0.1092,0.073971,0.31281,0.57424,0.54601,0.80793,0.67675,4.1672,0.15571,0.090711,66.904,5.4556,0.40263,0.1092,1.4683,13.962,0.59771,0.094208,0.37825,0.051979,0.094208,144.11,73.694,0.38342,1.3229,60.39,0.046853,0.040421,2.0329,0.24774,0.1833,1.2799,1.3323,4462.4,-0.16604,0.14931,1.166,0.040876,5.1834,4.9529,78.013,4.6787,2.5836,0
0.10618,0.37985,0.39401,2.059,24.984,0.15649,0.13664,1.2671,1.0382,0.48131,0.13664,0.36723,0.073169,0.13664,845.3,0.4318,2.6326,0.13664,0.060953,5.6514,1.0886,0.13045,0.047367,0.18392,0.48131,0.35162,0.60414,1.6844,3.9026,0.12916,0.060953,62.897,5.8032,0.34341,0.13045,2.3101,93.957,0.48909,0.058192,0.81081,0.079125,0.058192,75.616,69.965,3.0593,1.9657,5.8672,0.10306,0.045976,2.0168,0.37207,0.17232,2.0576,2.0908,3148.4,0.036789,0.22061,0.96321,0.016173,64.586,5.2169,60.583,6.0248,9.583,0
-0.023754,0.61308,-0.16713,0.66721,-16.507,0,-0.023754,0.63112,4.0903,0.38692,-0.002136,-0.047299,-0.005807,-0.023754,-9420.5,-0.038745,1.6311,-0.023754,-0.005807,0.30363,?,0,-0.005807,?,0.047387,-0.038745,0,-0.25135,3.349,0.11559,-0.011653,47.706,7.651,6.2674,0.004494,4.0903,3.3391,0.48625,0.001099,0.29062,?,0,16.877,16.573,-6.9812,0.66044,0.32322,0,0,0.54655,0.5022,0.1307,0.58191,0.73129,-373.3,0.060617,-0.061391,0.94482,0.25672,1202.1,22.024,44.814,8.1447,6.1516,0
2.2494,0.26218,0.48657,2.8559,96.266,-0.15595,2.2494,2.8142,4.2491,0.73782,2.2494,8.5798,0.57479,2.2494,39.181,9.3157,3.8142,2.2494,0.52939,0.27164,?,2.2486,0.52939,?,0.18691,9.3157,2040800,1.9366,3.2589,0.013976,0.52939,47.9,7.62,7.62,2.2513,4.2491,?,0.73782,0.52984,0.7765,0.003579,0.5292,46.83,46.559,711.33,2.8438,0.57776,2.0557,0.4838,2.8559,0.26218,0.13123,2.9366,2.9366,883.21,0.52984,3.0487,0.4708,0,1343.7,7.8396,22.521,16.207,16.912,0
0.11499,0.24959,0.6015,3.41,68.529,0,0.14719,3.0066,2.5136,0.75041,0.2262,0.58973,0.085862,0.14719,422.11,0.86471,4.0066,0.14719,0.058558,21.614,1.5795,0.21703,0.045746,?,0.34264,0.73568,2.747,4.0393,3.753,-0.037215,0.059442,39.601,9.217,9.217,0.21312,2.5136,?,0.75041,0.084788,1.4862,0.029125,0.086341,69.723,48.109,0.77251,2.8136,23.617,0.1484,0.059037,3.41,0.24959,0.10849,5.0393,5.0393,3406,0.084788,0.15323,0.94179,0,16.887,7.5869,36.243,10.071,16.88,0
0.072307,0.93592,0.3075,3.2435,43.243,0.16638,0.074452,0.039861,1.0515,0.037306,0.074452,0.5432,0.10641,0.074452,1815.6,0.20104,1.0685,0.074452,0.042105,22.473,1.3747,0.072146,0.040892,0.16992,0.037306,0.19874,0.42902,0.55362,4.3498,0.48938,0.042105,29.749,12.269,0.077085,0.072146,1.7713,0.42021,0.83617,0.040801,0.58996,0.16557,0.040801,75.075,52.602,0.66415,2.4492,23.631,-0.041556,-0.023501,0.475,0.13706,0.081505,0.067166,1.5054,6880.9,0.048989,1.9382,0.95101,21.414,16.242,6.939,28.292,12.901,3.1835,0
0.035942,0.30725,0.1173,1.4506,-7.1497,0.28004,0.064059,1.9583,1.002,0.60168,0.064059,0.24606,0.068254,0.064059,1136.3,0.32121,3.2547,0.064059,0.044302,35.84,0.92768,0.070742,0.024857,0.37984,0.60168,0.2297,0.49023,0.18848,3.6104,0.2026,0.044302,65.849,5.543,0.23024,0.070742,1.5644,5.0236,0.64859,0.048924,0.067556,0.095861,0.048924,90.888,55.047,0.25315,0.9052,35.913,0.036109,0.024973,1.2291,0.26034,0.18041,0.96677,1.0421,478.28,0.002008,0.059736,0.99799,0.077965,10.184,6.6306,65.717,5.5541,2.3233,0
0.1062,0.60577,-0.033935,0.93985,-13.16,0.3354,0.1062,0.4576,0.98617,0.2772,0.1062,0.18826,0.11998,0.1062,1530.9,0.23843,1.6508,0.1062,0.08822,0.79442,0.9061,0.10852,0.08822,0.3354,0.2772,0.23843,0.88897,-0.07223,4.1467,0.36872,0.08822,168.67,2.164,0.17914,0.10852,1.4214,12.665,0.31886,0.090144,0.2988,0.13571,0.090144,109.64,108.85,40.533,0.9352,0.78343,0.070288,0.058386,0.87522,0.56412,0.46212,0.59003,0.67869,-475.7,-0.014025,0.38312,1.014,0.15026,459.45,3.3533,171.04,2.134,2.5624,0
0.15022,0.13263,0.45292,4.4149,66.467,0.35364,0.18673,6.4924,1.1785,0.86108,0.18673,1.4079,0.18841,0.18673,213.67,1.7083,7.5398,0.18673,0.15528,81.757,1.2188,0.18478,0.12492,0.44526,0.86108,1.433,1.8109,1.0928,4.8259,0.10565,0.15528,47.444,7.6933,1.3932,0.18478,1.2209,?,0.86108,0.15366,0.061184,0.019413,0.15366,175.27,93.51,0.55772,2.384,96.354,0.14494,0.12053,4.4149,0.13263,0.12998,2.0777,2.0777,30333,0.15149,0.17446,0.84851,0,4.4645,3.9033,40.257,9.0668,2.9015,0
0.4932,0.3755,0.39807,2.5451,75.139,0.091735,0.4932,1.6631,1.3842,0.6245,0.52716,1.9143,0.37482,0.4932,264.18,1.3817,2.6631,0.4932,0.35631,52.194,1.3593,0.51941,0.35631,?,0.58494,1.3817,15.297,1.1562,4.3058,0.1199,0.35773,99.808,3.657,2.5092,0.44198,1.3842,3.8842,0.74236,0.31931,0.84755,0.022965,0.37525,115.33,63.133,2.4917,1.7768,76.678,0.4938,0.35675,1.7462,0.25764,0.27345,1.8139,2.1562,8050,0.31931,0.78976,0.67498,0.18872,6.9931,5.7815,67.939,5.3725,4.0205,0
0.14166,0.40476,0.35688,1.9238,5.2278,0,0.17492,1.4706,1.7998,0.59524,0.17494,0.4528,0.10381,0.17492,790.69,0.46162,2.4706,0.17492,0.09719,66.696,1.365,0.16081,0.078707,?,0.31542,0.37943,10468,1.3897,4.5531,0.2195,0.097198,86.259,4.2314,4.0386,0.16516,1.7998,?,0.59524,0.091763,0.036589,0.078111,0.089346,147.85,81.156,0.43073,1.0725,73.434,0.14889,0.082723,1.8362,0.38632,0.23633,2.3179,2.3179,12754,0.091763,0.23798,0.90388,0,5.4726,4.4975,78.344,4.659,7.0086,0
-0.11433,0.40403,0.17507,1.9848,-20.339,0,-0.11438,1.4751,2.4535,0.59597,-0.091626,-0.64344,-0.025172,-0.11438,-2387.8,-0.15286,2.4751,-0.11438,-0.04662,44.571,1.155,-0.1116,-0.046599,?,0.48185,-0.15273,-4.9046,0.27051,4.1897,0.16119,-0.037346,25.563,14.279,6.2823,-0.084754,2.4535,0.23799,0.81965,-0.034545,0.13759,-0.22835,-0.045487,48.852,4.2807,-0.38161,0.29946,43.083,-0.16422,-0.066935,0.87328,0.17776,0.070035,0.92089,1.2665,2709.5,-0.034545,-0.19183,1.0458,0.37532,8.1892,85.266,26.446,13.802,3.7911,0
0.45078,0,-0.46505,0,-3.6068,0,10.399,?,136.05,71.595,10.399,22.362,0.30179,10.399,0,?,?,10.399,0.076438,126.33,0.97254,0.005857,0.003313,0,27.397,?,?,-490.09,2.5851,0,0.1725,2.2208,164.35,?,2.2252,136.05,-15.998,74.538,0.016355,-101.27,0,0.000043,126.35,0.01729,0.009573,-101.26,224.87,-30.653,-0.22531,?,0.46505,0.006084,75450,78553,-178.88,0.4382,0.006296,0.56363,0.041114,2.8892,21110,1.2476,292.55,143380,0
0.086231,0.31793,0.64058,3.0227,71.858,0.49573,0.10946,2.0014,1.1012,0.6363,0.10946,0.34562,0.061003,0.10946,974.33,0.37462,3.1454,0.10946,0.056062,39.949,1.0461,0.18753,0.044166,0.55127,0.6363,0.30156,1.0577,14.991,4.1634,0.045443,0.056062,65.196,5.5985,0.58985,0.18753,1.9812,601.87,0.63754,0.096052,0.96029,0.05301,0.096052,122.11,82.157,0.40353,2.3479,43.991,0.17789,0.091111,3.011,0.31669,0.17862,14.891,14.919,9333,0.091887,0.13552,0.90811,0.001942,9.1366,4.4427,59.206,6.165,45.689,0
0.13453,0.62238,0.28189,2.0024,-4.242,0.24129,0.13453,0.60675,1.0043,0.37762,0.13966,0.47841,0.13646,0.13453,1657.7,0.22019,1.6067,0.13453,0.13396,104.59,?,0.13621,0.13396,?,0.37582,0.22019,26.545,0.64518,3.9136,0.59051,0.13842,118.13,3.0898,1.3961,0.13541,1.0043,0.81105,0.71707,0.13483,0.11964,0.14955,0.13563,192.42,87.831,0.46748,0.97903,120.89,0.13371,0.13313,0.90475,0.28121,0.32364,0.86431,1.6412,2310.5,0.13483,0.35626,0.8668,0.8989,3.4897,4.1557,102.2,3.5714,2.2986,0
0.048442,0.2066,0.56868,3.8116,80.2,0.15303,0.058233,3.8358,1.0591,0.79249,0.058233,0.28791,0.079702,0.058233,727.36,0.50181,4.8402,0.058233,0.044767,77.955,0.90952,0.075209,0.03724,0.19385,0.79249,0.45442,0.61234,2.4827,4.0198,0.02325,0.044767,60.108,6.0724,0.36403,0.075209,1.3076,113.62,0.79683,0.057817,1.0072,0.056298,0.057817,159.16,81.205,0.17436,2.438,82.562,0.029766,0.022883,3.7315,0.20226,0.16468,3.4598,3.4788,5951.4,0.055799,0.061126,0.9442,0.005477,4.6822,4.4948,56.754,6.4312,5.679,0
0.10466,0.25067,0.44173,3.606,94.082,0.23344,0.13049,2.9893,1.1143,0.74933,0.13049,0.76986,0.14419,0.13049,538.45,0.67787,3.9893,0.13049,0.11073,54.402,1.0134,0.11862,0.08881,0.29374,0.74933,0.57481,1.1216,1.1362,5.0581,0.14757,0.11073,58.501,6.2392,0.47321,0.11862,1.1915,5.3664,0.8305,0.10066,0.4529,0.052143,0.10066,165.53,111.13,0.59586,2.5698,60.62,0.079192,0.067199,2.4383,0.1695,0.16028,1.9274,2.1362,50491,0.10259,0.13967,0.89741,0.10832,6.7094,3.2843,52.499,6.9525,3.0313,0
0.042544,0.69877,0.077023,1.2203,-20.062,0,0.059661,0.43109,1.5998,0.30123,0.090712,0.17061,0.054433,0.059661,2928.9,0.12462,1.4311,0.059661,0.037294,34.602,1.2505,0.080708,0.026594,?,0.20098,0.10012,2.5992,0.13436,3.6611,0.40676,0.054772,85.074,4.2904,2.1471,0.099415,1.5998,0.8439,0.62718,0.062144,0.15868,0.21542,0.05045,84.7,50.098,0.28052,0.78657,36.895,0.05329,0.033311,0.61068,0.3497,0.23308,0.52546,1.094,352.95,0.062144,0.14123,0.96312,1.082,10.548,7.2858,79.787,4.5747,2.7906,0
